Account,Biller,Date
323766,15836.40,"2015,10,28"
5827698,1313.59,"2011,5,19"
5626776,10872.44,"2011,3,24"
3621470,14460.60,"2013,10,28"
6821034,17545.65,"2012,9,2"
3372569,17512.12,"2018,3,1"
4837091,15806.26,"2011,7,13"
3281536,1589.31,"2014,9,27"
564320,7447.37,"2016,7,24"
6924238,2756.38,"2012,8,4"
2157414,2341.38,"2011,12,25"
4520410,15508.38,"2016,3,12"
5872184,16547.79,"2012,8,31"
4425416,2932.60,"2012,1,20"
21074,18135.62,"2018,8,11"
2309813,5062.34,"2015,1,7"
1558607,13500.18,"2018,1,9"
3844889,5913.74,"2013,7,23"
2959148,9706.34,"2011,12,30"
5944912,3399.84,"2015,12,28"
3727010,18295.95,"2015,4,6"
3300741,17252.79,"2016,9,28"
5412257,16413.86,"2019,1,4"
2780814,4010.78,"2019,8,1"
3972223,7668.38,"2013,4,16"
1454663,10379.39,"2017,10,28"
3221953,6500.39,"2011,9,13"
5872184,10820.92,"2013,9,18"
4425416,1440.68,"2015,8,19"
21074,1639.61,"2017,2,24"
2309813,2962.40,"2018,7,10"
1558607,3318.90,"2015,9,28"
3844889,13042.27,"2011,1,19"
2959148,5878.17,"2017,1,23"
5944912,12293.18,"2015,12,28"
3727010,10848.72,"2019,10,15"
3300741,10618.11,"2019,5,26"
5412257,12505.50,"2011,9,2"
2780814,17463.44,"2015,4,1"
3972223,10526.86,"2012,5,9"
1454663,4494.34,"2015,1,23"
3221953,3405.66,"2018,11,21"
5872184,7849.66,"2018,10,22"
4425416,4977.81,"2014,5,31"
21074,2428.13,"2016,1,28"
2309813,4886.47,"2018,1,25"
1558607,14726.56,"2017,1,21"
3844889,2042.84,"2015,7,14"
2959148,18622.32,"2013,7,12"
5944912,7836.22,"2015,11,6"
3727010,16790.88,"2013,5,24"
3300741,9620.13,"2012,5,26"
5412257,6539.39,"2011,4,13"
2780814,216.70,"2013,12,22"
3972223,373.27,"2014,4,9"
1454663,5305.73,"2016,7,19"
3221953,17159.40,"2012,2,16"
5872184,3919.45,"2018,7,16"
4425416,4130.66,"2013,8,11"
21074,16909.74,"2016,7,24"
2309813,444.80,"2015,4,20"
1558607,4307.24,"2018,8,10"
3844889,13649.97,"2017,8,13"
2959148,7694.78,"2012,2,9"
5944912,13093.47,"2016,12,2"
3727010,9765.51,"2014,8,12"
3300741,8576.88,"2017,3,18"
5412257,10450.47,"2012,10,2"
2780814,14144.30,"2013,8,28"
3972223,12115.31,"2014,12,3"
1454663,13538.21,"2017,5,7"
3221953,3452.27,"2014,9,14"
5872184,17214.85,"2018,4,3"
4425416,11030.22,"2016,12,26"
21074,7326.33,"2013,11,7"
2309813,17024.35,"2015,12,4"
1558607,1082.48,"2013,3,12"
3844889,2579.80,"2017,6,12"
2959148,16876.79,"2015,3,29"
5944912,5919.94,"2015,12,21"
3727010,576.49,"2015,3,5"
3300741,13597.94,"2011,9,25"
5412257,1128.59,"2015,9,7"
2780814,14460.78,"2015,6,16"
3972223,707.72,"2017,9,1"
1454663,8833.58,"2017,11,19"
3221953,3750.14,"2012,1,5"
5872184,17510.81,"2016,6,23"
4425416,6602.59,"2014,1,2"
21074,18928.15,"2015,3,11"
2309813,8997.52,"2017,2,17"
1558607,15978.80,"2011,9,26"
3844889,14331.43,"2012,6,21"
2959148,11615.29,"2013,8,28"
5944912,10727.95,"2015,12,22"
3727010,6470.62,"2019,4,12"
3300741,3849.12,"2013,5,22"
5412257,1144.91,"2013,1,28"
2780814,4427.25,"2014,5,29"
3972223,17955.34,"2014,1,9"
1454663,3083.56,"2012,5,31"
3221953,610.28,"2018,3,18"
5872184,12902.58,"2011,10,21"
4425416,8019.94,"2012,12,13"
21074,1049.96,"2011,10,22"
2309813,1190.16,"2013,2,20"
1558607,9807.90,"2014,5,14"
3844889,11302.94,"2014,11,28"
2959148,10253.39,"2015,11,17"
5944912,14097.50,"2017,8,31"
3727010,3663.65,"2013,5,19"
3300741,12288.49,"2017,3,14"
5412257,18107.76,"2012,6,9"
2780814,16619.92,"2011,2,27"
3972223,5770.33,"2013,6,20"
1454663,10338.94,"2019,2,5"
3221953,5877.56,"2016,7,14"
323766,6294.24,"2015,10,14"
5827698,18013.95,"2019,8,24"
5626776,18328.27,"2011,11,18"
3621470,11332.91,"2017,1,26"
6821034,12323.66,"2016,10,24"
3372569,16551.53,"2017,5,14"
4837091,10229.81,"2019,9,21"
3281536,2694.51,"2018,9,24"
564320,1137.94,"2011,11,3"
6924238,928.10,"2017,8,22"
2157414,15110.13,"2016,8,18"
4520410,6529.46,"2016,12,8"
323766,13345.91,"2018,5,8"
5827698,13037.18,"2017,5,5"
5626776,3210.48,"2017,2,22"
3621470,3923.63,"2016,8,18"
6821034,7011.18,"2017,9,17"
3372569,9209.29,"2011,7,27"
4837091,16451.83,"2013,10,26"
3281536,8959.42,"2015,6,18"
564320,5043.35,"2014,3,26"
6924238,2167.65,"2011,9,24"
2157414,18041.24,"2013,4,2"
4520410,9132.80,"2016,8,5"
323766,8430.40,"2019,12,3"
5827698,2937.93,"2017,9,17"
5626776,13351.58,"2011,9,16"
3621470,14551.23,"2017,12,13"
6821034,11570.20,"2018,3,19"
3372569,18021.63,"2013,6,29"
4837091,17723.17,"2015,9,26"
3281536,3415.44,"2013,12,11"
564320,16913.28,"2014,1,24"
6924238,5782.24,"2015,5,22"
2157414,18363.60,"2013,12,21"
4520410,9786.66,"2015,1,15"
5872184,403.41,"2019,4,1"
4425416,14125.65,"2012,3,10"
21074,7966.48,"2015,12,24"
2309813,2128.18,"2014,4,26"
1558607,15726.62,"2011,4,19"
3844889,6927.25,"2015,1,18"
2959148,7042.88,"2018,11,27"
5944912,12384.78,"2011,1,2"
3727010,10275.86,"2014,5,27"
3300741,15462.18,"2012,7,12"
5412257,7385.18,"2017,2,5"
2780814,4442.47,"2016,3,20"
3972223,16547.85,"2017,5,15"
1454663,16402.28,"2016,3,24"
3221953,18624.19,"2017,4,6"
5872184,9362.90,"2014,11,1"
4425416,6523.61,"2013,7,5"
21074,1755.68,"2012,5,20"
2309813,15113.87,"2012,11,27"
1558607,13094.73,"2012,5,22"
3844889,12534.31,"2012,9,18"
2959148,18203.78,"2017,6,17"
5944912,17039.36,"2014,6,19"
3727010,17507.42,"2016,6,7"
3300741,5046.54,"2018,7,23"
5412257,1368.68,"2015,6,12"
2780814,16081.55,"2014,1,8"
3972223,17033.75,"2017,9,29"
1454663,16089.42,"2011,7,20"
3221953,13273.18,"2015,5,25"
5872184,4524.66,"2014,3,3"
4425416,16412.30,"2011,6,18"
21074,3130.27,"2017,5,30"
2309813,18239.38,"2014,8,23"
1558607,2299.60,"2017,6,9"
3844889,5627.23,"2011,9,22"
2959148,6887.99,"2013,3,27"
5944912,12884.24,"2018,1,9"
3727010,16203.83,"2019,10,27"
3300741,15391.86,"2011,3,12"
5412257,7074.62,"2015,1,22"
2780814,7011.81,"2017,8,15"
3972223,11293.43,"2017,6,19"
1454663,16958.94,"2015,7,27"
3221953,2090.77,"2011,5,14"
5872184,17874.36,"2011,12,26"
4425416,18713.97,"2017,10,4"
21074,14966.13,"2019,10,31"
2309813,14488.32,"2011,11,25"
1558607,15923.58,"2019,12,31"
3844889,10995.47,"2014,6,15"
2959148,17060.40,"2015,7,6"
5944912,8171.30,"2015,10,12"
3727010,16116.85,"2019,4,16"
3300741,5649.23,"2019,9,19"
5412257,689.50,"2014,11,28"
2780814,6972.35,"2019,5,29"
3972223,9709.45,"2015,4,8"
1454663,12318.11,"2019,5,19"
3221953,2217.68,"2014,5,17"
5872184,11073.98,"2014,4,4"
4425416,12798.40,"2014,2,13"
21074,7085.13,"2011,5,23"
2309813,5567.91,"2018,1,19"
1558607,3483.96,"2014,5,4"
3844889,7394.48,"2019,9,28"
2959148,1452.61,"2012,3,23"
5944912,3469.73,"2015,8,3"
3727010,6731.83,"2012,8,23"
3300741,1665.82,"2019,4,24"
5412257,13289.65,"2013,10,1"
2780814,11180.80,"2014,7,27"
3972223,17809.39,"2016,7,13"
1454663,11446.82,"2016,8,6"
3221953,18083.16,"2015,7,29"
5872184,17435.92,"2013,5,19"
4425416,10525.45,"2016,1,4"
21074,7523.36,"2013,8,7"
2309813,10394.32,"2015,11,7"
1558607,16861.15,"2016,7,28"
3844889,4073.26,"2017,9,28"
2959148,1535.56,"2015,11,7"
5944912,8900.26,"2019,10,26"
3727010,7603.62,"2017,4,3"
3300741,10540.16,"2011,10,22"
5412257,11268.16,"2012,3,4"
2780814,4976.36,"2012,4,22"
3972223,14594.63,"2012,2,17"
1454663,289.53,"2011,6,28"
3221953,7666.86,"2013,6,16"
5872184,17904.44,"2012,5,9"
4425416,8009.66,"2013,4,23"
21074,5917.61,"2011,9,4"
2309813,749.61,"2013,2,22"
1558607,10870.91,"2015,4,29"
3844889,1433.50,"2018,1,2"
2959148,18166.97,"2016,3,4"
5944912,7736.41,"2015,6,18"
3727010,6554.33,"2015,6,8"
3300741,9010.13,"2017,5,18"
5412257,1041.18,"2017,7,4"
2780814,2577.71,"2018,10,9"
3972223,15044.84,"2017,12,31"
1454663,12430.92,"2019,11,19"
3221953,13165.87,"2015,3,20"
323766,12147.59,"2019,5,16"
5827698,18657.65,"2013,9,17"
5626776,343.24,"2011,12,10"
3621470,11676.17,"2019,4,1"
6821034,9280.59,"2015,11,27"
3372569,13943.90,"2015,9,20"
4837091,115.18,"2012,6,8"
3281536,14632.33,"2016,2,22"
564320,2984.34,"2018,6,5"
6924238,12929.84,"2019,10,24"
2157414,8002.81,"2013,8,25"
4520410,3930.25,"2016,10,27"
323766,3480.43,"2015,10,24"
5827698,13871.65,"2018,4,9"
5626776,6123.55,"2014,5,30"
3621470,8981.99,"2016,7,20"
6821034,13591.35,"2012,2,10"
3372569,13986.61,"2018,5,6"
4837091,3921.12,"2018,12,18"
3281536,7672.56,"2017,12,29"
564320,17911.36,"2015,2,11"
6924238,7286.43,"2015,4,19"
2157414,9230.41,"2015,7,14"
4520410,3046.54,"2015,12,22"
323766,1862.74,"2013,7,13"
5827698,2682.95,"2018,3,24"
5626776,7623.98,"2016,3,5"
3621470,13866.75,"2014,6,29"
6821034,4221.21,"2016,5,10"
3372569,4042.26,"2016,1,27"
4837091,12810.93,"2015,5,16"
3281536,11512.77,"2018,10,28"
564320,14438.88,"2012,4,15"
6924238,10931.86,"2016,5,5"
2157414,16639.62,"2019,10,31"
4520410,16392.50,"2016,12,13"
5872184,3821.37,"2014,6,30"
4425416,4637.73,"2011,2,10"
21074,17802.93,"2011,11,24"
2309813,9121.43,"2018,9,25"
1558607,12842.89,"2014,3,19"
3844889,18382.83,"2014,11,23"
2959148,13839.29,"2016,1,28"
5944912,14449.56,"2017,9,12"
3727010,15810.71,"2013,9,10"
3300741,9346.37,"2019,6,23"
5412257,13630.99,"2017,5,19"
2780814,15227.60,"2015,12,4"
3972223,5764.75,"2019,4,24"
1454663,7479.76,"2019,5,4"
3221953,18346.92,"2011,1,1"
5872184,14076.59,"2013,3,23"
4425416,11429.62,"2019,4,20"
21074,9950.40,"2012,4,25"
2309813,3392.10,"2019,10,9"
1558607,17092.37,"2011,5,2"
3844889,8447.68,"2016,12,6"
2959148,12925.10,"2017,12,23"
5944912,7035.47,"2019,4,6"
3727010,6596.93,"2016,5,8"
3300741,15184.64,"2016,6,30"
5412257,15722.56,"2012,4,9"
2780814,4861.44,"2016,8,15"
3972223,12262.42,"2016,5,24"
1454663,6661.25,"2019,8,26"
3221953,3940.14,"2017,12,19"
5872184,5259.45,"2015,12,17"
4425416,11567.39,"2011,7,27"
21074,9490.61,"2014,4,28"
2309813,7655.89,"2012,10,10"
1558607,9542.31,"2013,7,5"
3844889,14887.40,"2014,1,17"
2959148,7734.40,"2012,1,20"
5944912,16230.27,"2019,3,10"
3727010,9643.48,"2017,8,15"
3300741,4667.94,"2014,10,28"
5412257,15918.10,"2019,5,13"
2780814,4693.54,"2014,7,4"
3972223,11554.90,"2012,1,9"
1454663,4440.93,"2014,12,1"
3221953,16474.24,"2012,8,13"
5872184,10667.49,"2019,5,24"
4425416,5912.29,"2017,1,31"
21074,3000.72,"2019,2,21"
2309813,1085.33,"2018,12,30"
1558607,16809.17,"2018,12,30"
3844889,12165.77,"2014,6,8"
2959148,8506.37,"2016,1,12"
5944912,14472.27,"2019,6,16"
3727010,18482.45,"2019,11,24"
3300741,12710.76,"2011,10,21"
5412257,2376.15,"2015,12,1"
2780814,16318.69,"2011,5,16"
3972223,17483.76,"2014,9,2"
1454663,17890.50,"2013,3,30"
3221953,3440.42,"2014,8,9"
5872184,12720.58,"2015,8,6"
4425416,6240.70,"2016,10,23"
21074,2241.11,"2016,1,8"
2309813,319.31,"2015,8,9"
1558607,15257.40,"2011,6,16"
3844889,17908.39,"2013,6,10"
2959148,17412.80,"2018,5,16"
5944912,267.96,"2018,1,24"
3727010,11658.28,"2013,1,14"
3300741,13964.40,"2011,8,17"
5412257,1517.59,"2016,12,4"
2780814,3100.20,"2011,11,11"
3972223,11392.86,"2016,5,8"
1454663,13195.77,"2012,8,15"
3221953,1135.96,"2012,6,12"
5872184,3732.71,"2018,11,17"
4425416,837.13,"2011,8,15"
21074,4393.83,"2014,11,12"
2309813,4661.16,"2019,9,16"
1558607,5160.53,"2019,7,28"
3844889,16204.62,"2015,8,15"
2959148,6927.41,"2018,8,31"
5944912,12335.84,"2011,8,5"
3727010,14317.67,"2019,8,1"
3300741,3374.86,"2016,7,5"
5412257,15413.59,"2012,4,3"
2780814,12211.21,"2012,8,23"
3972223,1861.15,"2012,7,5"
1454663,882.80,"2012,7,3"
3221953,5536.58,"2014,3,5"
5872184,18419.12,"2014,4,5"
4425416,17912.97,"2011,2,12"
21074,16247.41,"2018,5,23"
2309813,5744.88,"2011,11,15"
1558607,4645.86,"2016,9,3"
3844889,14125.49,"2018,9,23"
2959148,3864.59,"2016,12,4"
5944912,7273.22,"2014,5,19"
3727010,2147.57,"2017,5,14"
3300741,11488.39,"2017,4,21"
5412257,12455.73,"2013,8,29"
2780814,17640.14,"2017,4,20"
3972223,4986.23,"2017,5,19"
1454663,13047.73,"2012,5,26"
3221953,6954.11,"2016,8,17"
323766,6299.45,"2018,9,16"
5827698,1452.72,"2012,9,21"
5626776,8441.95,"2015,3,5"
3621470,18081.13,"2019,4,23"
6821034,12890.49,"2017,6,30"
3372569,777.57,"2017,10,27"
4837091,12303.26,"2017,3,3"
3281536,14642.37,"2019,2,12"
564320,3033.99,"2016,5,20"
6924238,10676.48,"2015,10,22"
2157414,12433.10,"2015,10,14"
4520410,1675.72,"2015,6,7"
323766,9491.89,"2011,4,9"
5827698,1633.76,"2016,10,21"
5626776,5988.79,"2011,3,3"
3621470,9461.60,"2018,2,7"
6821034,514.72,"2012,10,24"
3372569,7320.67,"2012,10,1"
4837091,17617.24,"2011,7,15"
3281536,3050.44,"2014,2,27"
564320,9660.32,"2012,9,9"
6924238,3163.74,"2018,8,17"
2157414,16703.61,"2013,3,22"
4520410,5542.17,"2017,6,8"
323766,3411.23,"2017,7,16"
5827698,3401.15,"2012,6,12"
5626776,17967.74,"2015,12,10"
3621470,5777.89,"2019,3,25"
6821034,12890.14,"2016,6,12"
3372569,5892.67,"2014,5,8"
4837091,12714.31,"2016,11,8"
3281536,14681.83,"2013,12,11"
564320,8093.75,"2012,6,7"
6924238,9647.95,"2017,7,12"
2157414,14460.63,"2019,8,1"
4520410,18823.49,"2016,5,23"
5872184,2186.31,"2014,6,12"
4425416,11086.52,"2018,2,1"
21074,10733.88,"2013,6,12"
2309813,17282.17,"2018,1,21"
1558607,14331.29,"2017,10,16"
3844889,2448.83,"2014,9,19"
2959148,13998.62,"2019,4,19"
5944912,5372.59,"2017,10,22"
3727010,14827.39,"2014,2,19"
3300741,8642.26,"2013,8,3"
5412257,15374.86,"2013,6,4"
2780814,13724.89,"2014,11,25"
3972223,9151.59,"2015,8,1"
1454663,16580.28,"2019,2,8"
3221953,1219.48,"2017,3,12"
5872184,11126.10,"2011,12,19"
4425416,12311.87,"2017,1,11"
21074,1549.79,"2012,11,25"
2309813,13287.91,"2018,7,21"
1558607,8517.34,"2016,9,2"
3844889,8846.96,"2012,4,11"
2959148,14051.54,"2017,2,12"
5944912,16424.29,"2019,4,8"
3727010,12184.92,"2019,6,14"
3300741,17999.12,"2012,10,18"
5412257,5794.17,"2017,10,19"
2780814,18184.20,"2011,5,26"
3972223,3786.49,"2016,11,10"
1454663,5122.90,"2016,12,10"
3221953,7219.12,"2018,2,14"
5872184,1579.13,"2018,12,16"
4425416,12628.80,"2011,12,19"
21074,8750.65,"2012,1,17"
2309813,15396.51,"2014,7,18"
1558607,766.55,"2017,8,25"
3844889,7473.21,"2014,12,25"
2959148,1267.64,"2014,2,16"
5944912,817.86,"2015,8,23"
3727010,18383.29,"2016,4,20"
3300741,11100.11,"2012,8,3"
5412257,10276.94,"2012,12,11"
2780814,6953.96,"2013,11,7"
3972223,16214.54,"2018,10,6"
1454663,14492.60,"2012,9,14"
3221953,18628.99,"2015,5,28"
5872184,14775.11,"2011,3,22"
4425416,2869.32,"2013,12,21"
21074,6192.50,"2017,5,5"
2309813,12600.29,"2012,10,1"
1558607,18024.97,"2017,7,14"
3844889,2825.92,"2016,5,6"
2959148,8561.47,"2013,10,22"
5944912,7523.29,"2017,2,1"
3727010,12295.86,"2015,4,9"
3300741,14866.90,"2019,7,22"
5412257,121.68,"2014,1,29"
2780814,13847.69,"2018,6,25"
3972223,5228.84,"2019,9,15"
1454663,15753.43,"2017,12,3"
3221953,10509.68,"2017,9,9"
5872184,18631.51,"2013,12,2"
4425416,4305.94,"2016,6,23"
21074,2791.35,"2014,3,25"
2309813,10619.55,"2012,7,4"
1558607,9478.39,"2018,4,21"
3844889,12892.38,"2019,12,10"
2959148,1102.86,"2013,1,13"
5944912,9719.64,"2018,5,14"
3727010,10365.48,"2011,3,26"
3300741,12627.18,"2012,10,11"
5412257,7391.36,"2012,7,30"
2780814,6645.27,"2017,8,14"
3972223,6902.52,"2015,2,26"
1454663,13138.70,"2015,7,6"
3221953,14130.61,"2016,3,28"
5872184,7920.24,"2016,5,25"
4425416,9162.11,"2015,10,15"
21074,3799.79,"2019,10,21"
2309813,5618.72,"2011,9,12"
1558607,9540.22,"2018,1,29"
3844889,8545.76,"2018,2,4"
2959148,10842.18,"2018,2,4"
5944912,1070.43,"2012,10,12"
3727010,978.84,"2016,8,5"
3300741,13613.54,"2012,9,24"
5412257,18353.67,"2018,5,17"
2780814,859.87,"2013,1,3"
3972223,10833.86,"2011,8,6"
1454663,16810.30,"2018,11,25"
3221953,9924.16,"2019,5,11"
5872184,1655.84,"2017,8,21"
4425416,15363.87,"2013,12,30"
21074,14207.33,"2011,6,25"
2309813,8172.35,"2015,3,19"
1558607,16526.99,"2013,9,12"
3844889,5638.80,"2015,7,3"
2959148,4464.49,"2011,4,24"
5944912,18399.99,"2013,8,15"
3727010,17321.84,"2012,4,10"
3300741,15021.17,"2017,1,26"
5412257,3933.50,"2013,8,21"
2780814,6734.94,"2016,7,25"
3972223,2140.14,"2011,11,23"
1454663,6949.14,"2013,9,3"
3221953,1393.40,"2014,11,20"
323766,16609.37,"2012,6,8"
5827698,14452.37,"2016,6,13"
5626776,15978.13,"2012,9,26"
3621470,15224.11,"2018,7,1"
6821034,9035.32,"2013,4,11"
3372569,11850.91,"2011,10,18"
4837091,8098.11,"2018,11,8"
3281536,12667.26,"2016,6,16"
564320,12482.78,"2012,9,6"
6924238,235.97,"2017,6,14"
2157414,15649.12,"2011,6,25"
4520410,3170.58,"2018,9,27"
323766,15325.49,"2018,5,8"
5827698,2703.64,"2012,6,6"
5626776,14080.66,"2014,9,24"
3621470,5218.89,"2013,4,8"
6821034,9409.95,"2019,12,7"
3372569,4595.87,"2019,4,2"
4837091,170.63,"2019,6,11"
3281536,9028.87,"2013,9,28"
564320,5533.37,"2014,5,14"
6924238,3040.75,"2013,6,28"
2157414,523.98,"2017,5,12"
4520410,5736.11,"2014,8,4"
323766,1413.47,"2015,8,28"
5827698,2711.48,"2017,8,4"
5626776,14156.29,"2011,6,27"
3621470,18394.76,"2014,2,18"
6821034,12035.13,"2015,6,11"
3372569,13919.55,"2015,2,1"
4837091,11959.78,"2017,5,23"
3281536,8269.25,"2013,12,22"
564320,4260.76,"2019,5,29"
6924238,6505.40,"2013,10,31"
2157414,577.25,"2015,4,3"
4520410,18192.96,"2016,11,26"
5872184,13800.39,"2015,9,22"
4425416,234.29,"2017,4,26"
21074,9652.85,"2018,1,4"
2309813,16836.87,"2018,9,20"
1558607,15952.67,"2018,6,26"
3844889,18759.16,"2019,3,10"
2959148,13262.75,"2017,11,19"
5944912,16766.70,"2013,7,11"
3727010,1914.25,"2019,10,4"
3300741,4001.85,"2017,8,1"
5412257,11376.63,"2013,11,21"
2780814,11301.59,"2017,8,21"
3972223,8902.34,"2019,11,30"
1454663,9505.86,"2017,4,14"
3221953,5327.16,"2011,1,24"
5872184,15116.53,"2015,12,11"
4425416,1091.74,"2012,1,5"
21074,18353.36,"2018,11,3"
2309813,16130.59,"2011,5,20"
1558607,17926.92,"2019,5,9"
3844889,11593.69,"2011,7,15"
2959148,14283.44,"2017,9,9"
5944912,15857.83,"2019,12,28"
3727010,9070.63,"2014,3,9"
3300741,16397.38,"2015,4,17"
5412257,9596.97,"2016,9,15"
2780814,15557.65,"2019,3,11"
3972223,15812.94,"2014,12,18"
1454663,7743.16,"2014,10,25"
3221953,4655.75,"2015,5,26"
5872184,10758.81,"2015,6,10"
4425416,5344.93,"2015,4,29"
21074,3774.19,"2018,4,3"
2309813,9646.10,"2017,1,20"
1558607,11378.19,"2019,8,1"
3844889,10454.94,"2015,10,6"
2959148,15511.61,"2012,11,13"
5944912,10937.43,"2015,4,19"
3727010,14698.85,"2014,9,30"
3300741,6791.33,"2011,8,1"
5412257,11893.57,"2015,10,17"
2780814,773.49,"2011,7,11"
3972223,10104.53,"2014,9,7"
1454663,6384.84,"2017,3,20"
3221953,17868.63,"2016,11,6"
5872184,8638.39,"2018,9,19"
4425416,9347.62,"2014,2,22"
21074,3974.55,"2011,2,4"
2309813,8865.65,"2013,12,22"
1558607,17190.52,"2012,2,29"
3844889,3565.59,"2012,6,12"
2959148,14247.89,"2011,5,21"
5944912,4229.35,"2012,7,29"
3727010,17209.38,"2019,6,19"
3300741,18798.87,"2014,3,7"
5412257,4781.66,"2019,7,14"
2780814,7740.73,"2013,3,25"
3972223,18038.30,"2016,1,14"
1454663,12796.98,"2013,2,14"
3221953,17949.69,"2017,6,23"
5872184,9553.55,"2018,5,9"
4425416,474.30,"2015,11,13"
21074,3250.72,"2012,10,25"
2309813,2211.84,"2014,4,28"
1558607,2878.25,"2011,10,15"
3844889,13362.93,"2016,2,8"
2959148,18319.76,"2019,8,13"
5944912,18457.98,"2019,11,17"
3727010,15841.57,"2014,9,25"
3300741,17765.82,"2018,11,16"
5412257,9300.29,"2019,7,17"
2780814,18136.22,"2017,6,28"
3972223,7687.75,"2019,8,4"
1454663,495.18,"2012,3,15"
3221953,18194.95,"2012,5,14"
5872184,15348.63,"2015,11,1"
4425416,16082.15,"2012,6,23"
21074,16308.66,"2018,6,29"
2309813,12450.26,"2012,7,14"
1558607,15442.28,"2016,2,3"
3844889,845.45,"2017,7,7"
2959148,2986.82,"2011,3,22"
5944912,2236.37,"2014,12,11"
3727010,11073.16,"2017,3,4"
3300741,133.49,"2013,12,8"
5412257,13844.26,"2017,10,19"
2780814,6880.89,"2017,3,9"
3972223,1668.50,"2019,11,5"
1454663,15703.10,"2011,12,7"
3221953,5900.31,"2017,9,16"
5872184,12100.42,"2018,5,14"
4425416,16620.25,"2017,4,24"
21074,9459.38,"2019,9,11"
2309813,1553.28,"2012,1,30"
1558607,3833.92,"2016,9,24"
3844889,7479.60,"2011,9,23"
2959148,2511.14,"2012,1,1"
5944912,7610.63,"2014,11,23"
3727010,12061.53,"2018,7,12"
3300741,4996.20,"2015,1,5"
5412257,16243.79,"2017,4,11"
2780814,7527.20,"2017,7,28"
3972223,4640.76,"2017,5,10"
1454663,5917.86,"2013,8,24"
3221953,8445.23,"2014,12,5"
323766,16658.56,"2014,11,23"
5827698,3065.10,"2017,12,17"
5626776,5221.40,"2015,8,14"
3621470,10350.99,"2016,12,19"
6821034,5849.53,"2015,7,1"
3372569,15679.99,"2013,11,23"
4837091,16980.72,"2013,2,18"
3281536,12021.14,"2011,6,19"
564320,7085.31,"2015,3,25"
6924238,10718.10,"2016,5,18"
2157414,3309.98,"2016,10,23"
4520410,12970.24,"2012,12,2"
323766,12485.53,"2019,3,18"
5827698,10795.83,"2015,7,29"
5626776,3719.52,"2013,10,23"
3621470,5230.51,"2012,5,7"
6821034,13101.62,"2012,3,28"
3372569,18316.12,"2015,8,31"
4837091,18094.19,"2013,6,1"
3281536,4836.95,"2015,10,30"
564320,1383.67,"2012,5,8"
6924238,15090.44,"2012,3,10"
2157414,14036.55,"2013,2,12"
4520410,5834.98,"2017,10,31"
323766,2654.63,"2013,1,29"
5827698,2271.85,"2018,12,23"
5626776,739.44,"2014,2,23"
3621470,16139.11,"2013,6,25"
6821034,6186.70,"2017,4,27"
3372569,15474.46,"2018,9,20"
4837091,12295.20,"2012,7,7"
3281536,13378.26,"2018,4,19"
564320,2059.30,"2012,4,15"
6924238,16029.70,"2016,12,28"
2157414,9245.80,"2016,1,29"
4520410,4622.50,"2015,6,13"
5872184,14880.30,"2016,6,5"
4425416,17809.15,"2016,9,20"
21074,9376.83,"2012,4,24"
2309813,7975.67,"2018,10,10"
1558607,3026.66,"2016,2,9"
3844889,11071.50,"2016,9,7"
2959148,14998.40,"2011,1,5"
5944912,1405.76,"2016,6,17"
3727010,10213.59,"2012,9,17"
3300741,14493.38,"2017,4,1"
5412257,15637.43,"2012,6,27"
2780814,18021.64,"2014,7,25"
3972223,18575.96,"2013,8,13"
1454663,9552.20,"2016,6,8"
3221953,11341.32,"2016,7,22"
5872184,4400.50,"2015,8,25"
4425416,9046.69,"2012,3,30"
21074,12324.19,"2019,9,1"
2309813,2320.41,"2019,12,20"
1558607,10328.76,"2012,5,12"
3844889,7673.99,"2012,9,26"
2959148,2930.28,"2011,3,8"
5944912,12568.38,"2011,1,15"
3727010,15600.76,"2019,7,29"
3300741,3667.86,"2018,7,26"
5412257,13811.64,"2017,8,13"
2780814,5435.59,"2011,4,13"
3972223,813.10,"2017,10,18"
1454663,4337.78,"2011,10,28"
3221953,10144.99,"2015,11,16"
5872184,7949.95,"2019,11,8"
4425416,9473.38,"2014,2,15"
21074,16721.55,"2018,5,6"
2309813,11680.13,"2016,3,25"
1558607,5531.19,"2013,6,5"
3844889,13242.30,"2019,11,20"
2959148,5547.13,"2014,3,20"
5944912,17650.84,"2016,8,7"
3727010,12329.31,"2014,2,6"
3300741,9577.45,"2012,7,10"
5412257,10591.49,"2014,4,30"
2780814,14117.55,"2016,5,26"
3972223,15496.51,"2016,10,4"
1454663,7906.93,"2013,12,21"
3221953,11656.25,"2011,7,20"
5872184,9469.21,"2019,12,11"
4425416,18829.10,"2012,11,2"
21074,11487.38,"2013,3,31"
2309813,16013.39,"2019,1,23"
1558607,6710.65,"2013,8,15"
3844889,11361.89,"2014,11,7"
2959148,1444.56,"2015,12,16"
5944912,2429.69,"2012,9,16"
3727010,9010.39,"2014,9,27"
3300741,8165.31,"2011,3,8"
5412257,14595.90,"2013,9,3"
2780814,17438.22,"2014,11,19"
3972223,4130.53,"2012,10,14"
1454663,5630.68,"2012,10,1"
3221953,2013.96,"2015,2,15"
5872184,10232.31,"2014,1,30"
4425416,3626.25,"2011,2,26"
21074,16206.56,"2017,10,28"
2309813,888.77,"2016,9,27"
1558607,8499.68,"2017,5,15"
3844889,11101.15,"2011,5,11"
